pr_id,user_id,github_username,repo_name,repo_full_name,department,pr_title,pr_state,created_at,merged_at,cycle_time_hours,lines_added,lines_removed,review_count,commit_count,rework_ratio,period
TypeScript#95156,,sindresorhus,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #95156,merged,2022-03-26T22:25:18+00:00,2022-03-30T11:43:27.846234+00:00,85.3,273,127,5,6,0.465,Before
TypeScript#12122,,tj,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #12122,merged,2022-04-05T00:18:48+00:00,2022-04-08T11:51:02.958312+00:00,83.54,1124,233,2,12,0.207,Before
TypeScript#72502,,gvanrossum,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #72502,merged,2021-11-14T07:44:42+00:00,2021-11-15T23:19:48.165481+00:00,39.59,752,97,7,9,0.129,Before
TypeScript#35505,,epoberezkin,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #35505,merged,2021-02-17T08:28:02+00:00,2021-02-19T15:22:35.785358+00:00,54.91,647,129,7,7,0.199,Before
TypeScript#46247,,traversymedia,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #46247,merged,2020-01-31T04:32:05+00:00,2020-02-04T12:57:37.052244+00:00,104.43,1940,284,7,7,0.146,Before
TypeScript#25068,,okonet,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #25068,merged,2021-05-05T05:10:48+00:00,2021-05-08T06:21:23.184196+00:00,73.18,1027,189,4,5,0.184,Before
TypeScript#88108,,timdeschryver,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #88108,merged,2021-06-27T19:16:41+00:00,2021-06-27T23:14:05.619276+00:00,3.96,912,581,1,10,0.637,Before
TypeScript#76189,,gvanrossum,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #76189,merged,2021-08-30T07:30:09+00:00,2021-08-31T21:31:26.366461+00:00,38.02,140,65,1,11,0.464,Before
TypeScript#44873,,tannerlinsley,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #44873,merged,2021-02-15T02:15:16+00:00,2021-02-19T14:50:48.261311+00:00,108.59,1969,43,4,5,0.022,Before
TypeScript#86087,,nicolo-,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #86087,merged,2022-06-06T17:45:21+00:00,2022-06-09T07:50:05.907489+00:00,62.08,875,174,2,2,0.199,Before
TypeScript#60867,,MarkPieszak,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #60867,merged,2021-10-16T00:09:42+00:00,2021-10-17T07:25:48.120403+00:00,31.27,1699,1259,0,8,0.741,Before
TypeScript#53732,,ardeois,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #53732,merged,2021-09-19T02:59:28+00:00,2021-09-22T11:46:00.545851+00:00,80.78,809,760,5,12,0.939,Before
TypeScript#32537,,yyx990803,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #32537,merged,2020-08-23T17:23:27+00:00,2020-08-26T20:24:14.984216+00:00,75.01,382,7,5,8,0.018,Before
TypeScript#46503,,theprimeagen,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #46503,merged,2022-02-06T03:20:30+00:00,2022-02-06T22:18:39.879169+00:00,18.97,28,12,1,2,0.429,Before
TypeScript#58365,,theprimeagen,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #58365,merged,2020-07-22T10:37:49+00:00,2020-07-24T06:32:41.397090+00:00,43.91,1639,968,3,7,0.591,Before
TypeScript#89553,,mattpocock,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #89553,merged,2020-12-13T13:34:06+00:00,2020-12-17T15:58:28.603620+00:00,98.41,680,43,8,1,0.063,Before
TypeScript#55846,,mattpocock,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #55846,merged,2020-06-08T21:33:19+00:00,2020-06-08T22:03:19+00:00,0.5,951,122,2,4,0.128,Before
TypeScript#55987,,torvalds,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #55987,merged,2020-12-21T15:15:20+00:00,2020-12-22T06:53:19.631214+00:00,15.63,743,184,1,8,0.248,Before
TypeScript#9825,,MarkPieszak,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #9825,merged,2021-11-26T01:38:52+00:00,2021-11-28T19:06:19.370647+00:00,65.46,697,517,2,7,0.742,Before
TypeScript#86941,,jonathantneal,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #86941,merged,2020-06-02T03:38:22+00:00,2020-06-05T09:24:28.516874+00:00,77.77,398,171,2,8,0.43,Before
TypeScript#73199,,rauchg,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #73199,merged,2020-01-09T10:53:16+00:00,2020-01-14T14:49:24.511405+00:00,123.94,1998,1723,3,4,0.862,Before
TypeScript#8530,,matz,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #8530,merged,2020-07-25T00:20:15+00:00,2020-07-28T21:12:32.133612+00:00,92.87,1328,1285,2,6,0.968,Before
TypeScript#53305,,diegohaz,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #53305,merged,2020-12-12T00:58:50+00:00,2020-12-16T07:46:18.896101+00:00,102.79,1790,1480,4,1,0.827,Before
TypeScript#95164,,nicolo-,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #95164,merged,2021-12-04T23:11:29+00:00,2021-12-07T17:17:18.808634+00:00,66.1,202,139,3,4,0.688,Before
TypeScript#29825,,pmndrs,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #29825,merged,2020-06-24T20:08:12+00:00,2020-06-27T01:46:03.558119+00:00,53.63,614,519,6,3,0.845,Before
TypeScript#45496,,nicolo-ribaudo,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #45496,merged,2022-05-13T00:19:23+00:00,2022-05-14T02:50:40.150775+00:00,26.52,1815,943,1,9,0.52,Before
TypeScript#50636,,feross,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #50636,merged,2021-02-05T18:47:48+00:00,2021-02-05T19:17:48+00:00,0.5,494,121,2,2,0.245,Before
TypeScript#55389,,jonathantneal,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #55389,merged,2021-06-19T08:26:37+00:00,2021-06-20T19:05:01.167151+00:00,34.64,317,300,5,9,0.946,Before
TypeScript#81153,,MarkPieszak,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #81153,merged,2021-12-26T04:10:00+00:00,2021-12-28T08:27:12.837702+00:00,52.29,407,332,0,4,0.816,Before
TypeScript#57890,,theprimeagen,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #57890,merged,2020-07-24T22:41:32+00:00,2020-07-25T23:23:54.479330+00:00,24.71,339,49,8,1,0.145,Before
TypeScript#92853,,okonet,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #92853,merged,2021-12-25T10:50:32+00:00,2021-12-29T00:22:15.657181+00:00,85.53,1790,171,5,8,0.096,Before
TypeScript#89236,,jashkenas,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #89236,merged,2021-02-12T08:02:05+00:00,2021-02-14T12:41:34.624032+00:00,52.66,1994,1663,2,6,0.834,Before
TypeScript#26563,,feross,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #26563,merged,2020-06-05T00:18:43+00:00,2020-06-07T19:35:15.918374+00:00,67.28,400,354,0,11,0.885,Before
TypeScript#94498,,antirez,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #94498,merged,2020-05-01T02:17:16+00:00,2020-05-04T13:55:05.006346+00:00,83.63,970,588,4,5,0.606,Before
TypeScript#97583,,epoberezkin,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #97583,merged,2021-06-15T01:32:31+00:00,2021-06-15T13:43:17.261075+00:00,12.18,1843,894,6,3,0.485,Before
TypeScript#60154,,yyx990803,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #60154,merged,2021-06-18T02:38:38+00:00,2021-06-18T12:30:20.423856+00:00,9.86,422,210,1,8,0.498,Before
TypeScript#91435,,diegohaz,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #91435,merged,2020-07-09T19:50:40+00:00,2020-07-11T23:50:02.065397+00:00,51.99,634,375,4,2,0.591,Before
TypeScript#46155,,sindresorhus,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #46155,merged,2021-11-21T07:04:20+00:00,2021-11-23T02:45:01.759545+00:00,43.68,707,389,3,1,0.55,Before
TypeScript#31273,,trpc,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #31273,merged,2020-03-14T11:45:46+00:00,2020-03-17T08:11:40.801286+00:00,68.43,375,66,1,7,0.176,Before
TypeScript#29469,,nicolo-ribaudo,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #29469,merged,2021-08-21T03:58:53+00:00,2021-08-23T00:52:06.926671+00:00,44.89,647,233,5,2,0.36,Before
TypeScript#10006,,pmndrs,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #10006,merged,2021-12-02T15:05:05+00:00,2021-12-04T07:32:17.127113+00:00,40.45,144,16,2,10,0.111,Before
TypeScript#2142,,academind,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #2142,merged,2020-09-08T04:18:20+00:00,2020-09-09T20:28:57.243879+00:00,40.18,915,770,3,12,0.842,Before
TypeScript#17473,,matz,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #17473,merged,2020-03-27T06:58:29+00:00,2020-03-28T07:07:11.586814+00:00,24.15,1301,525,1,12,0.404,Before
TypeScript#10851,,dhh,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #10851,merged,2020-05-25T03:24:26+00:00,2020-05-27T22:20:29.310128+00:00,66.93,1031,502,1,1,0.487,Before
TypeScript#5701,,matz,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #5701,merged,2020-06-27T05:21:02+00:00,2020-07-01T02:53:04.132110+00:00,93.53,547,401,5,3,0.733,Before
TypeScript#45618,,epoberezkin,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #45618,merged,2020-03-13T17:31:25+00:00,2020-03-16T05:41:08.491018+00:00,60.16,647,599,6,9,0.926,Before
TypeScript#79272,,timdeschryver,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #79272,merged,2021-09-14T03:52:37+00:00,2021-09-16T04:52:34.438292+00:00,49.0,420,280,3,8,0.667,Before
TypeScript#18754,,alexdotjs,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #18754,merged,2023-12-05T13:20:54+00:00,2023-12-06T11:38:27.839199+00:00,22.29,1306,371,8,4,0.284,After
TypeScript#45634,,MarkPieszak,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #45634,merged,2023-09-09T14:30:08+00:00,2023-09-12T14:31:52.857706+00:00,72.03,26,5,2,5,0.192,After
TypeScript#65450,,mattpocock,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #65450,merged,2023-01-15T01:14:48+00:00,2023-01-15T09:41:40.239721+00:00,8.45,1092,45,6,6,0.041,After
TypeScript#75944,,timdeschryver,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #75944,merged,2023-06-15T08:26:37+00:00,2023-06-15T14:35:40.204000+00:00,6.15,648,218,2,9,0.336,After
TypeScript#56535,,broofa,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #56535,merged,2023-09-04T06:15:59+00:00,2023-09-05T21:00:56.161472+00:00,38.75,214,65,1,3,0.304,After
TypeScript#60451,,jonathantneal,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #60451,merged,2023-11-12T16:07:30+00:00,2023-11-14T05:31:53.190256+00:00,37.41,494,132,1,2,0.267,After
TypeScript#35781,,alexdotjs,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #35781,merged,2023-05-02T12:18:04+00:00,2023-05-02T20:53:13.523172+00:00,8.59,79,65,8,11,0.823,After
TypeScript#94542,,nicolo,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #94542,merged,2022-09-22T15:05:50+00:00,2022-09-23T10:27:15.845557+00:00,19.36,447,329,4,11,0.736,After
TypeScript#37495,,alexdotjs,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #37495,merged,2023-09-09T01:05:34+00:00,2023-09-10T05:30:19.261240+00:00,28.41,1644,593,4,9,0.361,After
TypeScript#82170,,tannerlinsley,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #82170,merged,2023-02-11T22:36:56+00:00,2023-02-11T23:06:56+00:00,0.5,819,796,4,6,0.972,After
TypeScript#24215,,tj,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #24215,merged,2022-08-22T10:18:59+00:00,2022-08-23T12:33:22.045646+00:00,26.24,1442,537,5,8,0.372,After
TypeScript#50733,,matz,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #50733,merged,2022-10-08T02:02:59+00:00,2022-10-08T09:01:44.735147+00:00,6.98,535,135,7,2,0.252,After
TypeScript#76934,,jashkenas,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #76934,merged,2022-12-08T10:14:17+00:00,2022-12-08T18:39:31.657653+00:00,8.42,425,404,4,4,0.951,After
TypeScript#16107,,rauchg,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #16107,merged,2023-08-10T14:31:36+00:00,2023-08-12T20:02:52.765760+00:00,53.52,586,406,3,12,0.693,After
TypeScript#35594,,nicolo-,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #35594,merged,2023-09-30T20:56:17+00:00,2023-10-03T03:38:03.152123+00:00,54.7,730,330,2,6,0.452,After
TypeScript#2375,,mattpocock,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #2375,merged,2023-09-07T14:02:50+00:00,2023-09-09T09:27:25.848987+00:00,43.41,914,176,7,8,0.193,After
TypeScript#29539,,matz,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #29539,merged,2023-10-29T23:23:42+00:00,2023-10-29T23:53:42+00:00,0.5,1772,1366,7,9,0.771,After
TypeScript#34466,,gcanti,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #34466,merged,2022-07-11T11:57:01+00:00,2022-07-13T00:04:44.249745+00:00,36.13,1494,437,8,7,0.293,After
TypeScript#63767,,okonet,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #63767,merged,2022-10-23T23:23:34+00:00,2022-10-26T23:50:19.668928+00:00,72.45,114,91,3,10,0.798,After
TypeScript#77309,,nicolo-ribaudo,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #77309,merged,2022-09-18T21:47:06+00:00,2022-09-20T12:39:17.490644+00:00,38.87,1360,1311,8,3,0.964,After
TypeScript#74981,,jashkenas,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #74981,merged,2023-07-27T13:31:41+00:00,2023-07-28T12:36:09.124777+00:00,23.07,1924,1400,8,12,0.728,After
TypeScript#31963,,meijer-dries,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #31963,merged,2022-12-01T16:59:08+00:00,2022-12-04T12:20:51.094105+00:00,67.36,36,28,4,9,0.778,After
TypeScript#45528,,torvalds,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #45528,merged,2023-10-29T23:40:27+00:00,2023-10-30T03:38:33.497269+00:00,3.97,1933,659,5,1,0.341,After
TypeScript#35750,,mattpocock,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #35750,merged,2023-04-20T20:37:38+00:00,2023-04-21T04:52:53.555352+00:00,8.25,1412,177,2,8,0.125,After
TypeScript#84178,,mattpocock,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #84178,merged,2023-07-16T02:11:07+00:00,2023-07-17T10:39:26.632851+00:00,32.47,693,404,2,2,0.583,After
TypeScript#89462,,alexdotjs,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #89462,merged,2023-06-20T15:43:27+00:00,2023-06-23T17:55:03.564896+00:00,74.19,814,165,2,5,0.203,After
TypeScript#17138,,tannerlinsley,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #17138,merged,2022-12-16T16:19:22+00:00,2022-12-17T08:51:09.184919+00:00,16.53,1685,1035,4,6,0.614,After
TypeScript#78695,,traversymedia,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #78695,merged,2023-05-05T02:16:49+00:00,2023-05-08T19:53:18.139804+00:00,89.61,180,68,7,6,0.378,After
TypeScript#10134,,feross,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #10134,merged,2022-11-26T03:24:50+00:00,2022-11-26T03:54:50+00:00,0.5,1341,71,4,7,0.053,After
TypeScript#44731,,torvalds,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #44731,merged,2022-12-02T23:57:59+00:00,2022-12-04T10:46:22.650785+00:00,34.81,674,290,1,3,0.43,After
TypeScript#10620,,ndom91,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #10620,merged,2023-11-12T02:17:19+00:00,2023-11-14T10:04:50.654463+00:00,55.79,301,71,8,5,0.236,After
TypeScript#47909,,traversymedia,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #47909,merged,2023-08-29T20:13:59+00:00,2023-08-31T15:24:41.873373+00:00,43.18,2000,109,3,1,0.054,After
TypeScript#81954,,fkling,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #81954,merged,2023-08-25T01:14:32+00:00,2023-08-26T17:55:21.069180+00:00,40.68,1185,1065,0,10,0.899,After
TypeScript#22616,,tannerlinsley,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #22616,merged,2023-12-17T19:05:01+00:00,2023-12-20T17:38:42.020799+00:00,70.56,320,20,1,8,0.062,After
TypeScript#78610,,trpc,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #78610,merged,2023-05-18T10:42:19+00:00,2023-05-22T00:23:12.455633+00:00,85.68,844,801,0,11,0.949,After
TypeScript#73443,,kentcdodds,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #73443,merged,2023-04-30T16:26:58+00:00,2023-05-02T15:22:10.261799+00:00,46.92,1131,325,6,12,0.287,After
TypeScript#8912,,gvanrossum,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #8912,merged,2023-05-04T11:51:20+00:00,2023-05-05T08:14:01.394686+00:00,20.38,928,296,0,10,0.319,After
TypeScript#77065,,mattpocock,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #77065,merged,2023-11-18T03:20:37+00:00,2023-11-18T17:40:42.248787+00:00,14.33,1424,601,2,6,0.422,After
TypeScript#46880,,academind,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #46880,merged,2023-11-20T02:07:42+00:00,2023-11-21T14:30:18.880719+00:00,36.38,1708,1224,0,12,0.717,After
TypeScript#7789,,tj,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #7789,merged,2022-09-18T12:31:25+00:00,2022-09-20T10:54:48.415191+00:00,46.39,690,193,2,6,0.28,After
TypeScript#57577,,jonathantneal,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #57577,merged,2022-12-10T05:40:22+00:00,2022-12-12T06:51:57.653342+00:00,49.19,527,203,6,7,0.385,After
TypeScript#44025,,colinhacks,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #44025,merged,2023-09-15T15:41:00+00:00,2023-09-17T03:23:22.560577+00:00,35.71,983,649,4,5,0.66,After
TypeScript#12312,,nicolo,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #12312,merged,2022-07-08T18:20:12+00:00,2022-07-10T14:10:08.066095+00:00,43.83,441,322,8,3,0.73,After
TypeScript#99911,,ardeois,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #99911,merged,2022-11-10T12:16:58+00:00,2022-11-13T02:44:23.644909+00:00,62.46,543,338,2,1,0.622,After
TypeScript#30766,,kentcdodds,TypeScript,microsoft/TypeScript,Engineering,fix: update TypeScript component #30766,merged,2023-03-17T12:37:47+00:00,2023-03-20T01:11:31.414148+00:00,60.56,777,327,1,7,0.421,After
